% Model:              P1_2_Durchflussmessung_3D_o_Strömung_Albertin_Schegg.mph
% Version:            COMSOL 6.2.0.290
% Date:               Dec 8 2024, 23:47
% Table:              Accumulated Probe Table 2 - 
% Material Switch 1 index                         v_Wasser (m/s)                                    Temperature (degC), Sensor_1_Aluminium            Temperature (degC), Sensor_2_Aluminium            Temperature (degC), Sensor_1_Glas                 Temperature (degC), Sensor_2_Glas
1                                                 0.1                                               20.28670972793009                                 21.215854120522383                                20.28670972793009                                 21.215854120522383
1                                                 0.11                                              20.258428804556896                                21.127002442184455                                20.258428804556896                                21.127002442184455
1                                                 0.12000000000000001                               20.234939056206198                                21.05364454927055                                 20.234939056206198                                21.05364454927055
1                                                 0.13                                              20.214891076294098                                20.99053005533213                                 20.214891076294098                                20.99053005533213
1                                                 0.14                                              20.197586865374223                                20.935178881219812                                20.197586865374223                                20.935178881219812
1                                                 0.15000000000000002                               20.182510037000316                                20.88619960427271                                 20.182510037000316                                20.88619960427271
1                                                 0.16                                              20.16925279841028                                 20.842582187183936                                20.16925279841028                                 20.842582187183936
1                                                 0.17                                              20.157515870350213                                20.803504982554937                                20.157515870350213                                20.803504982554937
1                                                 0.18                                              20.14705126363395                                 20.76826339029374                                 20.14705126363395                                 20.76826339029374
1                                                 0.19                                              20.137666668461893                                20.73631889201269                                 20.137666668461893                                20.73631889201269
1                                                 0.2                                               20.129208254492283                                20.70724134248417                                 20.129208254492283                                20.70724134248417
1                                                 0.21000000000000002                               20.12155203651953                                 20.680633506661234                                20.12155203651953                                 20.680633506661234
1                                                 0.22                                              20.11459274889264                                 20.65619511364458                                 20.11459274889264                                 20.65619511364458
1                                                 0.23                                              20.1082349511211                                  20.633680651478915                                20.1082349511211                                  20.633680651478915
1                                                 0.24000000000000002                               20.102415970422225                                20.612867753587544                                20.102415970422225                                20.612867753587544
1                                                 0.25                                              20.097066864456988                                20.593569258480038                                20.097066864456988                                20.593569258480038
1                                                 0.26                                              20.092137546702627                                20.57562318005731                                 20.092137546702627                                20.57562318005731
1                                                 0.27                                              20.087584451539264                                20.558896403880592                                20.087584451539264                                20.558896403880592
1                                                 0.28                                              20.083365051535075                                20.543262662373316                                20.083365051535075                                20.543262662373316
1                                                 0.29000000000000004                               20.079443587349278                                20.52861429702585                                 20.079443587349278                                20.52861429702585
1                                                 0.30000000000000004                               20.0757928386887                                  20.514860207544825                                20.0757928386887                                  20.514860207544825
1                                                 0.31                                              20.07238476215873                                 20.50191745891943                                 20.07238476215873                                 20.50191745891943
1                                                 0.32                                              20.06919674886386                                 20.489723008700064                                20.06919674886386                                 20.489723008700064
1                                                 0.33                                              20.066212376555928                                20.478216635881477                                20.066212376555928                                20.478216635881477
1                                                 0.33999999999999997                               20.06341046587429                                 20.467336140077926                                20.06341046587429                                 20.467336140077926
1                                                 0.35                                              20.060777411002658                                20.45702923579642                                 20.060777411002658                                20.45702923579642
1                                                 0.36                                              20.058299551794377                                20.447252792111364                                20.058299551794377                                20.447252792111364
1                                                 0.37                                              20.055964205833167                                20.43796719825483                                 20.055964205833167                                20.43796719825483
1                                                 0.38                                              20.053760329760248                                20.42913213957425                                 20.053760329760248                                20.42913213957425
1                                                 0.39                                              20.051677619314596                                20.420720625704917                                20.051677619314596                                20.420720625704917
1                                                 0.4                                               20.049707130772585                                20.41270032750571                                 20.049707130772585                                20.41270032750571
1                                                 0.41000000000000003                               20.04784096429075                                 20.40504302133627                                 20.04784096429075                                 20.40504302133627
1                                                 0.42000000000000004                               20.046071260755014                                20.397724254638508                                20.046071260755014                                20.397724254638508
1                                                 0.43000000000000005                               20.044390367185585                                20.390722991329838                                20.044390367185585                                20.390722991329838
1                                                 0.44000000000000006                               20.04279429090355                                 20.384021697992164                                20.04279429090355                                 20.384021697992164
1                                                 0.45000000000000007                               20.041276345993495                                20.377599058517657                                20.041276345993495                                20.377599058517657
1                                                 0.45999999999999996                               20.03983096206979                                 20.37143499677534                                 20.03983096206979                                 20.37143499677534
1                                                 0.47                                              20.038454125054106                                20.365515992310097                                20.038454125054106                                20.365515992310097
1                                                 0.48                                              20.03714187116057                                 20.359826817557387                                20.03714187116057                                 20.359826817557387
1                                                 0.49                                              20.035889645703737                                20.35435435975216                                 20.035889645703737                                20.35435435975216
1                                                 0.5                                               20.034694003563537                                20.34908596643047                                 20.034694003563537                                20.34908596643047
1                                                 0.51                                              20.03355181666372                                 20.344010910725007                                20.03355181666372                                 20.344010910725007
1                                                 0.52                                              20.032459355743978                                20.339118558533563                                20.032459355743978                                20.339118558533563
1                                                 0.53                                              20.031413715988414                                20.33439838220636                                 20.031413715988414                                20.33439838220636
1                                                 0.54                                              20.0304134461886                                  20.32984191634019                                 20.0304134461886                                  20.32984191634019
1                                                 0.55                                              20.029455208372664                                20.325440322012984                                20.029455208372664                                20.325440322012984
1                                                 0.56                                              20.02853631063696                                 20.321186420723535                                20.02853631063696                                 20.321186420723535
1                                                 0.5700000000000001                                20.027655303765588                                20.317073707999572                                20.027655303765588                                20.317073707999572
1                                                 0.58                                              20.026809931995317                                20.313094055493806                                20.026809931995317                                20.313094055493806
1                                                 0.59                                              20.02599826001581                                 20.30924045602601                                 20.02599826001581                                 20.30924045602601
1                                                 0.6                                               20.025219238431408                                20.305508423946666                                20.025219238431408                                20.305508423946666
1                                                 0.61                                              20.024470609444936                                20.30189171640388                                 20.024470609444936                                20.30189171640388
1                                                 0.62                                              20.023750596779866                                20.298384448890946                                20.023750596779866                                20.298384448890946
1                                                 0.63                                              20.023057677929497                                20.294981922135594                                20.023057677929497                                20.294981922135594
1                                                 0.64                                              20.022390811082488                                20.291679637095257                                20.022390811082488                                20.291679637095257
1                                                 0.65                                              20.021748794850637                                20.288473661776592                                20.021748794850637                                20.288473661776592
1                                                 0.66                                              20.02113059056509                                 20.285359886730706                                20.02113059056509                                 20.285359886730706
1                                                 0.67                                              20.020535416026224                                20.282334142463785                                20.020535416026224                                20.282334142463785
1                                                 0.6799999999999999                                20.019962358647042                                20.279392347191887                                20.019962358647042                                20.279392347191887
1                                                 0.69                                              20.019410085613114                                20.27653127858051                                 20.019410085613114                                20.27653127858051
1                                                 0.7                                               20.01887761114788                                 20.27374709009896                                 20.01887761114788                                 20.27374709009896
1                                                 0.71                                              20.018364039394648                                20.271036570168146                                20.018364039394648                                20.271036570168146
1                                                 0.72                                              20.017868416956766                                20.268397055692468                                20.017868416956766                                20.268397055692468
1                                                 0.73                                              20.017389888808328                                20.265825824535312                                20.017389888808328                                20.265825824535312
1                                                 0.74                                              20.01692768630816                                 20.2633203090926                                  20.01692768630816                                 20.2633203090926
