R;T
0.025;80
0.027222222;78.18169004
0.029444444;76.50614514
0.031666667;74.95256973
0.033888889;73.50440512
0.036111111;72.14825137
0.038333333;70.87311165
0.040555556;69.66984994
0.042777778;68.53079348
0.045;67.44943607
