R,T (degC)
0.025,80
0.03494897959183674,74.69511028405645
0.04489795918367347,70.7282424523471
0.05484693877551021,67.55864140655785
0.06479591836734694,64.91885946187642
0.07474489795918368,62.656883900865125
0.08469387755102042,60.677988948152574
0.09464285714285717,58.9191375392067
0.10459183673469388,57.33625453993767
0.11454081632653063,55.89730999812639
0.12448979591836737,54.5782942348107
0.1344387755102041,53.36074522930869
0.14438775510204083,52.23016105758995
0.1543367346938776,51.17494249503767
0.1642857142857143,50.185666564345695
0.17423469387755108,49.25457402210543
0.18418367346938777,48.375199366017796
0.1941326530612245,47.54209829930454
0.20408163265306126,46.75064338327206
0.21403061224489797,45.996868377279725
0.22397959183673471,45.277347976801934
0.23392857142857143,44.58910370865925
0.24387755102040823,43.929529440007855
0.2538265306122449,43.296331791178716
0.26377551020408163,42.68748201134309
0.27372448979591835,42.101176768614835
0.2836734693877552,41.53580594363024
0.2936224489795919,40.98992597712572
0.3035714285714286,40.4622376603852
0.3135204081632653,39.95156750842358
0.32346938775510214,39.45685204398825
0.3334183673469388,38.97712446303274
0.34336734693877546,38.51150326132699
0.3533163265306123,38.05918248595856
0.363265306122449,37.61942334087121
0.3732142857142857,37.19154692684219
0.3831632653061225,36.77492793675793
0.39311224489795926,36.368989159206194
0.403061224489796,35.97319666912847
0.41301020408163275,35.58705560498032
0.42295918367346946,35.210106448609224
0.4329081632653061,34.84192173770015
0.44285714285714295,34.48210315179995
0.4528061224489796,34.130278922109994
0.46275510204081644,33.78610152281419
0.4727040816326532,33.44924560800308
0.4826530612244899,33.11940616349267
0.4926020408163266,32.796296847225676
0.5025510204081635,32.479648495625156
0.5125000000000001,32.16920777637654
0.5224489795918369,31.864735970743197
0.5323979591836736,31.566007870751605
0.5423469387755103,31.272810778483347
0.552295918367347,30.984943596334972
0.5622448979591838,30.702215998499014
0.5721938775510206,30.4244476751187
0.5821428571428573,30.15146764159624
0.5920918367346941,29.883113606431152
0.6020408163265308,29.619231391734957
0.6119897959183676,29.359674401241023
0.6219387755102043,29.10430313121418
0.631887755102041,28.852984720174106
0.6418367346938777,28.60559253379381
0.6517857142857144,28.362005781726793
0.6617346938775512,28.12210916346038
0.671683673469388,27.88579254059573
0.6816326530612247,27.652950633223156
0.6915816326530614,27.42348273829748
0.7015306122448981,27.197292468127955
0.7114795918367349,26.974287507282895
0.7214285714285716,26.754379386374694
0.7313775510204082,26.537483271337692
0.7413265306122451,26.32351776694287
0.7512755102040818,26.112404733410926
0.7612244897959186,25.904069115088816
0.7711734693877553,25.698438780250456
0.781122448979592,25.49544437116589
0.7910714285714288,25.29501916365905
0.8010204081632655,25.097098935442318
0.8109693877551021,24.901621842578038
0.8209183673469389,24.708528303472008
0.8308673469387756,24.51776088985531
0.8408163265306124,24.32926422425419
0.8507653061224492,24.142984883490897
0.860714285714286,23.958871307794766
0.8706632653061225,23.776873715135707
0.8806122448979593,23.596944020425724
0.890561224489796,23.41903575925801
0.9005102040816328,23.24310401588383
0.9104591836734695,23.06910535514521
0.9204081632653062,22.89699775810743
0.930357142857143,22.72674056115153
0.9403061224489797,22.55829439830643
0.9502551020408163,22.391621146615876
0.9602040816326529,22.226683874350556
0.9701530612244899,22.063446791889874
0.9801020408163265,21.901875205109093
0.9900510204081633,21.741935471120712
1,21.583594956228694
